"lineNo","assgNo","fixcount","firstPassCnt","P1stFixation","P2stFixation","prevFixDur","firstfixDur","firstPassFixDur","nextFixDur","firstSaccLen","lastSaccLen","prevFixPos","landingPos","leavingPos","totalFixDur","meanFixDur","nRegressFrom","regressLen","nextWordRegress","regressDur","pupilDiamMax","pupilDiamLag","timePrtctg","nWordsInTitle","titleNo","wordNo","label"
2455,77,1,1,1,1,518,20,20,140,119.3786,135.4114,101.1781,54.2333,53.9676,20,20.0000,1,617,1,338,-0.8475,-0.8475,0.0018,7,5,4,1
2456,77,1,1,1,1,20,140,140,20,135.4114,129.0591,79.1581,64.2748,46.5725,140,140.0000,1,637,1,20,-0.8475,-0.8475,0.0123,7,5,5,1
2457,77,1,1,1,1,518,20,20,140,129.0591,152.1455,164.0030,29.5000,29.5000,20,20.0000,1,617,1,338,-0.8475,-1.0670,0.0018,7,5,4,1
2458,77,1,1,1,0,20,239,239,219,152.1455,90.0500,194.0000,44.2719,51.6962,239,239.0000,1,219,0,478,-0.8475,-1.0670,0.0211,7,5,2,1
2459,77,1,1,1,0,239,219,219,159,90.0500,245.3166,149.0839,67.5167,33.0606,219,219.0000,0,0,1,657,-0.8475,-0.9240,0.0193,7,5,1,1
2460,77,1,1,1,1,518,20,20,140,245.3166,321.0876,238.0336,19.5000,13.4629,159,159.0000,1,617,1,338,-0.8475,-0.2355,0.0140,7,5,4,1
2461,77,1,1,1,1,159,259,259,120,321.0876,109.8203,220.2748,99.0404,98.3260,259,259.0000,1,20,0,0,-1.0670,-0.1570,0.0228,7,5,6,1
2462,77,1,1,1,0,259,120,120,20,109.8203,1406.9333,47.0425,65.4866,64.0078,120,120.0000,0,0,0,0,-1.2545,0.2050,0.0106,7,5,7,1
2463,77,1,1,1,0,120,20,20,139,1406.9333,1118.9992,561.4000,1080.4764,1081.5611,20,20.0000,0,0,0,0,-1.2260,0.4470,0.0018,6,7,2,0
2464,77,1,1,1,1,20,139,139,20,1118.9992,99.7309,203.4158,191.0530,183.9599,139,139.0000,1,837,0,0,-1.2260,0.4470,0.0123,5,6,2,0
2465,77,1,1,1,1,518,20,20,140,99.7309,165.4645,75.5844,112.3054,112.4511,20,20.0000,1,617,1,338,-1.2260,0.4470,0.0018,7,5,4,1
2466,77,1,1,1,1,159,259,259,120,165.4645,53.1154,115.8016,49.1859,40.9695,339,339.0000,1,20,0,0,-1.2260,0.4470,0.0299,7,5,6,1
2467,77,1,1,1,1,20,140,140,20,53.1154,450.0189,139.0575,99.7860,100.2210,20,20.0000,1,637,1,20,-0.9505,0.4470,0.0018,7,5,5,1
2468,77,1,1,0,1,20,219,219,239,450.0189,70.5443,491.4672,53.6773,64.5949,219,219.0000,0,0,1,0,-0.9240,0.4470,0.0193,5,6,1,0
2469,77,1,1,1,1,20,139,139,20,70.5443,105.3767,41.1096,38.4187,74.2041,239,239.0000,1,837,0,0,-0.2355,0.6295,0.0211,5,6,2,0
2470,77,1,1,0,1,239,219,219,259,105.3767,253.5178,194.0953,97.8902,103.5857,219,219.0000,0,0,0,0,-0.1570,0.8280,0.0193,6,7,1,0
2471,77,1,1,0,1,219,259,259,339,253.5178,279.7320,212.4618,46.1979,49.0230,259,259.0000,0,0,0,0,0.2050,0.9995,0.0228,6,7,3,0
2472,77,1,1,1,0,259,339,339,379,279.7320,139.8231,370.1094,89.6172,61.5894,339,339.0000,0,0,0,0,0.4470,0.9995,0.0299,8,8,1,1
2473,77,1,1,1,0,339,379,379,239,139.8231,166.0482,182.1757,46.1546,23.0489,379,379.0000,0,0,0,0,0.4470,1.2610,0.0334,8,8,4,1
2474,77,1,1,1,0,379,239,239,279,166.0482,185.5168,132.0038,59.0529,59.5756,239,239.0000,0,0,0,0,0.6295,2.1615,0.0211,8,8,5,1
2475,77,1,1,1,0,239,279,279,279,185.5168,101.1781,114.0175,69.0018,96.2094,279,279.0000,0,0,0,0,0.8280,2.2785,0.0246,8,8,6,1
2476,77,1,1,1,0,279,279,279,239,101.1781,688.5821,46.3249,72.4655,73.6563,279,279.0000,0,0,0,0,0.9995,2.2785,0.0246,8,8,7,1
2477,77,1,1,1,1,279,239,239,179,688.5821,79.4119,754.0723,64.6413,75.2213,239,239.0000,0,0,0,678,1.2610,2.2785,0.0211,6,9,1,2
2478,77,1,1,1,0,239,179,179,199,79.4119,111.0045,45.5412,39.2046,90.3396,179,179.0000,0,0,0,0,1.2610,2.2785,0.0158,6,9,2,2
2479,77,2,2,1,0,179,199,438,179,111.0045,174.5351,65.4905,71.4860,270.3627,438,219.0000,0,0,0,0,2.1615,3.1040,0.0386,6,9,3,2
2480,77,1,1,1,0,239,179,179,498,174.5351,155.0975,64.5368,113.9846,97.7369,179,179.0000,0,0,0,0,2.2785,3.1040,0.0158,6,9,4,2
2481,77,1,1,1,0,179,498,498,239,155.0975,1367.5541,166.8682,23.9426,1409.9748,498,498.0000,1,917,0,0,2.2785,3.1040,0.0439,6,9,6,2
2482,77,1,1,1,0,498,239,239,678,1367.5541,0.0000,113.8640,35.4154,40.1808,239,239.0000,0,0,1,239,2.2785,2.2785,0.0211,6,9,5,2
2483,77,1,1,1,1,279,239,239,179,706.0002,0.0000,771.1660,67.5740,45.4780,678,678.0000,0,0,0,678,3.1040,3.1040,0.0598,6,9,1,2
2484,78,1,1,1,1,0,259,259,179,0.0000,141.1072,0.0000,117.7391,81.8551,259,259.0000,0,0,1,2032,-0.5750,0.3635,0.0065,5,1,1,0
2485,78,2,2,1,1,259,179,418,279,141.1072,183.7457,99.8098,48.2701,220.6949,418,209.0000,1,677,1,5838,-0.5280,0.3635,0.0105,5,1,2,0
2486,78,1,1,1,1,239,279,279,259,183.7457,495.9859,136.6199,87.8650,73.6817,279,279.0000,3,12433,0,1194,-0.0060,0.3635,0.0070,5,1,4,0
2487,78,2,2,1,0,279,259,478,179,495.9859,95.3795,487.9549,47.0956,238.0005,478,239.0000,0,0,1,0,0.3635,0.3635,0.0120,5,2,2,0
2488,78,1,1,1,1,219,179,179,259,95.3795,342.2353,53.1601,42.9535,77.1379,179,179.0000,5,14824,0,3984,0.3635,0.6905,0.0045,5,2,3,0
2489,78,1,1,1,0,179,259,259,159,342.2353,81.3465,441.9050,99.6807,85.5132,259,259.0000,1,398,0,2632,0.3635,0.6905,0.0065,6,3,1,2
2490,78,1,1,1,0,259,159,159,199,81.3465,94.0000,115.1217,33.9890,18.7417,159,159.0000,0,0,1,0,0.3635,0.6905,0.0040,6,3,2,2
2491,78,1,1,1,0,159,199,199,219,94.0000,127.0797,47.8853,53.3128,69.1755,199,199.0000,2,737,1,3009,0.2745,0.6905,0.0050,6,3,3,2
2492,78,1,1,1,1,199,219,219,279,127.0797,188.7227,72.8011,58.2280,63.3581,219,219.0000,4,14146,0,4105,0.0395,0.6905,0.0055,6,3,4,2
2493,78,1,1,1,0,219,279,279,180,188.7227,195.5313,117.3882,85.0882,71.3337,279,279.0000,0,0,1,1296,-0.0555,0.6905,0.0070,6,3,5,2
2494,78,1,1,1,0,279,180,180,20,195.5313,357.1477,125.7179,74.3034,64.8845,180,180.0000,2,1416,1,597,0.4925,0.6905,0.0045,6,3,6,2
2495,78,3,1,1,1,199,219,219,279,357.1477,89.1403,422.9953,68.7204,92.9758,638,212.6667,4,14146,0,4105,0.6905,0.6905,0.0161,6,3,4,2
2496,78,3,1,1,0,219,279,279,180,89.1403,122.3765,84.2021,24.1350,147.5847,180,60.0000,0,0,1,1296,0.6905,-0.2745,0.0045,6,3,5,2
2497,78,1,1,1,0,279,180,180,20,122.3765,771.7624,46.2709,79.0142,68.1542,199,199.0000,2,1416,1,597,0.6905,-0.1050,0.0050,6,3,6,2
2498,78,1,1,1,1,199,339,339,179,771.7624,55.7315,803.5571,40.6356,135.5083,339,339.0000,1,219,1,1651,0.2050,-0.0370,0.0085,4,4,1,0
2499,78,1,1,1,0,339,179,179,199,55.7315,124.6004,103.8701,29.0947,27.9866,179,179.0000,0,0,1,0,-0.2745,0.1750,0.0045,4,4,3,0
2500,78,1,1,1,1,179,199,199,219,124.6004,260.0562,190.3733,69.7316,98.2344,199,199.0000,2,17872,0,4343,-0.7975,0.2085,0.0050,6,5,1,1
2501,78,1,1,1,1,199,219,219,219,260.0562,237.4031,226.3846,47.1832,77.9006,219,219.0000,1,179,0,936,-0.3515,0.2085,0.0055,6,5,3,1
2502,78,2,2,1,1,219,219,378,199,237.4031,81.2604,248.5820,14.0801,191.5790,378,189.0000,2,896,1,1654,-0.1050,0.2085,0.0095,6,5,5,1
2503,78,1,1,1,1,159,199,199,20,81.2604,141.8185,19.4165,61.5081,82.2982,199,199.0000,2,796,1,358,-0.0370,0.2085,0.0050,6,5,6,1
2504,78,1,2,1,1,219,219,378,199,141.8185,347.1041,291.2902,151.5206,149.5535,20,20.0000,2,896,1,1654,0.1750,0.2085,0.0005,6,5,5,1
2505,78,1,1,1,1,199,219,219,219,347.1041,87.9616,443.0181,96.6049,79.0063,438,438.0000,1,179,0,936,0.1750,0.2085,0.0110,6,5,3,1
2506,78,1,1,1,1,438,139,139,299,87.9616,423.3170,48.0104,36.8816,36.1386,139,139.0000,0,0,1,1314,0.2085,0.2585,0.0035,6,5,4,1
2507,78,3,3,1,1,139,299,518,279,423.3170,102.7740,488.3370,59.6091,288.7495,518,172.6667,1,1434,1,11140,0.2085,0.3575,0.0131,5,6,1,1
2508,78,1,1,1,1,199,279,279,199,102.7740,206.1965,74.3303,78.4618,80.5248,279,279.0000,4,11655,1,4861,0.0125,0.3575,0.0070,5,6,2,1
2509,78,2,2,1,0,279,199,219,219,206.1965,140.1517,195.7396,21.2426,66.3363,219,109.5000,3,9087,1,3248,-0.0430,0.3575,0.0055,5,6,4,1
2510,78,1,1,1,0,20,219,219,20,140.1517,601.5840,118.4230,31.8904,21.6622,219,219.0000,3,4103,1,618,-0.0430,0.4735,0.0055,5,6,5,1
2511,78,3,3,1,1,139,299,518,279,601.5840,186.6936,796.1231,191.4954,195.8992,458,152.6667,1,1434,1,11140,0.3575,0.7480,0.0115,5,6,1,1
2512,78,2,1,1,1,199,279,279,199,186.6936,55.0091,123.2599,67.1193,178.5567,260,130.0000,4,11655,1,4861,0.3575,0.7480,0.0066,5,6,2,1
2513,78,1,1,1,0,140,159,159,219,55.0091,135.9458,24.0208,32.9621,35.3553,159,159.0000,3,2152,1,2051,0.3575,1.0580,0.0040,5,6,3,1
2514,78,1,1,1,1,199,279,279,199,135.9458,338.6340,231.2163,96.6863,97.0155,219,219.0000,4,11655,1,4861,0.3350,1.0685,0.0055,5,6,2,1
2515,78,2,2,1,1,219,319,458,199,338.6340,99.7910,424.6752,85.9069,164.0069,458,229.0000,1,4105,0,2255,0.7480,1.0685,0.0115,5,7,1,1
2516,78,1,1,1,0,139,199,199,339,99.7910,198.0309,19.6469,70.0179,63.0714,199,199.0000,0,0,1,180,0.7480,1.0915,0.0050,5,7,2,1
2517,78,1,1,1,1,199,339,339,179,198.0309,102.1482,125.1958,76.2775,95.5641,339,339.0000,1,12432,1,1016,0.7480,1.0915,0.0085,5,7,4,1
2518,78,1,1,1,1,339,179,179,379,102.1482,480.7788,71.0000,53.5374,56.0022,179,179.0000,2,22218,0,918,1.0580,1.0915,0.0045,5,7,5,1
2519,78,1,1,1,1,179,379,379,279,480.7788,420.5048,510.1813,36.7491,28.7141,379,379.0000,0,0,1,0,1.0685,1.0915,0.0096,6,8,2,0
2520,78,1,1,1,0,379,279,279,339,420.5048,429.2528,383.0117,43.3503,16.4469,279,279.0000,0,0,0,399,1.0915,1.0005,0.0070,6,8,4,0
2521,78,1,1,1,1,279,339,339,199,429.2528,88.0525,500.6496,60.6671,89.0351,339,339.0000,2,1335,0,937,1.0915,0.9915,0.0085,8,9,1,0
2522,78,2,2,1,1,339,199,378,179,88.0525,70.0071,111.7229,32.7185,216.0370,378,189.0000,1,1255,0,0,1.0005,0.9915,0.0095,9,10,1,1
2523,78,1,1,1,0,179,179,179,219,70.0071,188.0957,25.0799,75.1665,80.1265,179,179.0000,0,0,0,0,0.9735,0.9915,0.0045,9,10,2,1
2524,78,1,1,1,0,179,219,219,399,188.0957,163.3065,165.0273,23.0489,18.8680,219,219.0000,0,0,0,0,0.9915,0.9915,0.0055,9,10,5,1
2525,78,2,2,1,0,219,399,598,239,163.3065,116.9241,155.0290,5.0000,101.9865,598,299.0000,1,2650,1,0,0.9915,0.9915,0.0151,9,10,8,1
2526,78,1,1,0,1,199,239,239,179,116.9241,1337.6251,227.7740,105.1404,100.4502,239,239.0000,0,0,0,0,0.9915,1.7275,0.0060,8,9,6,0
2527,78,1,1,0,1,239,179,179,119,1337.6251,104.7342,26.0000,1348.7161,53.7238,179,179.0000,0,0,1,0,0.5045,1.9765,0.0045,8,9,7,0
2528,78,1,1,0,1,179,119,119,459,104.7342,1686.4404,75.3260,30.2076,13.8654,119,119.0000,1,459,1,0,-0.0610,1.9765,0.0030,8,9,8,0
2529,78,1,1,1,1,279,339,339,199,1686.4404,58.4829,797.0226,1121.8846,74.1485,459,459.0000,2,1335,0,937,-0.0635,1.9765,0.0116,8,9,1,0
2530,78,1,2,1,1,339,199,378,179,58.4829,63.8161,142.8356,76.2316,77.1897,399,399.0000,1,1255,0,0,0.7970,1.9765,0.0101,9,10,1,1
2531,78,1,1,1,1,279,339,339,199,63.8161,54.5573,105.6456,51.9062,69.4208,179,179.0000,2,1335,0,937,1.7275,1.9765,0.0045,8,9,1,0
2532,78,1,1,1,1,179,379,379,279,54.5573,314.4344,65.2534,7.6322,40.2616,259,259.0000,0,0,1,0,1.9765,1.9765,0.0065,6,8,2,0
2533,78,2,2,0,1,259,279,299,199,314.4344,155.9848,244.0328,75.6902,116.1034,299,149.5000,1,23930,0,0,1.9765,1.4535,0.0075,6,8,3,0
2534,78,1,1,0,1,199,239,239,179,155.9848,85.2115,80.2808,77.0146,79.8279,199,199.0000,0,0,0,0,1.9765,1.4535,0.0050,8,9,6,0
2535,78,1,2,1,0,219,399,598,239,85.2115,119.8770,73.1095,26.5424,34.5145,319,319.0000,1,2650,1,0,1.7480,0.7675,0.0080,9,10,8,1
2536,78,1,1,0,0,319,120,120,379,119.8770,1600.9859,131.0038,12.6194,16.6208,120,120.0000,1,24987,0,0,1.4535,0.9480,0.0030,9,10,9,1
2537,78,1,1,0,0,120,379,379,359,1600.9859,1098.3180,403.1241,1300.8490,1266.7849,379,379.0000,1,22514,0,817,1.1015,0.9480,0.0096,9,10,4,1
2538,78,1,1,1,1,199,279,279,199,1098.3180,112.5722,374.2005,128.1503,99.0000,359,359.0000,4,11655,1,4861,0.4210,0.9480,0.0090,5,6,2,1
2539,78,1,3,1,1,139,299,518,279,112.5722,153.5008,449.3607,304.2606,301.7317,179,179.0000,1,1434,1,11140,0.4210,0.9480,0.0045,5,6,1,1
2540,78,1,1,1,1,179,199,199,219,153.5008,273.2018,313.8057,159.5384,169.6828,219,219.0000,2,17872,0,4343,0.7675,0.9480,0.0055,6,5,1,1
2541,78,2,1,1,1,438,139,139,299,273.2018,114.2147,268.3654,9.8234,87.4371,259,129.5000,0,0,1,1314,0.9480,0.9480,0.0065,6,5,4,1
2542,78,3,2,1,1,219,219,378,199,114.2147,74.7830,76.9025,45.3018,205.1298,319,106.3333,2,896,1,1654,0.9480,0.8315,0.0080,6,5,5,1
2543,78,1,1,1,1,159,199,199,20,74.7830,1591.8029,26.9072,69.1466,79.5063,179,179.0000,2,796,1,358,0.9480,0.7340,0.0045,6,5,6,1
2544,78,1,1,1,1,199,219,219,219,1591.8029,996.4834,578.2499,1105.9508,1097.3154,20,20.0000,1,179,0,936,0.8315,0.7340,0.0005,6,5,3,1
2545,78,1,1,1,1,179,199,199,219,996.4834,559.3954,394.0051,136.2213,160.2389,179,179.0000,2,17872,0,4343,0.8315,0.7340,0.0045,6,5,1,1
2546,78,1,2,1,0,279,199,219,219,559.3954,87.0919,434.5906,126.8000,147.3635,259,259.0000,3,9087,1,3248,0.7340,0.7340,0.0065,5,6,4,1
2547,78,1,1,1,0,20,219,219,20,87.0919,195.0103,50.5371,54.5619,25.8118,100,100.0000,3,4103,1,618,0.7340,0.7725,0.0025,5,6,5,1
2548,78,1,1,1,0,140,159,159,219,195.0103,71.9253,297.1397,80.1140,68.1561,199,199.0000,3,2152,1,2051,0.7340,0.7725,0.0050,5,6,3,1
2549,78,1,2,1,0,279,199,219,219,71.9253,503.0002,22.1359,65.6201,61.8324,139,139.0000,3,9087,1,3248,0.7340,0.7725,0.0035,5,6,4,1
2550,78,2,3,1,1,139,299,518,279,503.0002,253.9734,647.3090,144.1284,73.0068,438,219.0000,1,1434,1,11140,0.7340,0.7725,0.0110,5,6,1,1
2551,78,1,1,1,1,199,279,279,199,253.9734,329.9280,249.9700,14.5774,63.7828,498,498.0000,4,11655,1,4861,0.7065,0.7725,0.0126,5,6,2,1
2552,78,2,2,1,1,219,319,458,199,329.9280,131.2440,381.0577,65.6601,188.2246,419,209.5000,1,4105,0,2255,0.7725,0.8305,0.0106,5,7,1,1
2553,78,1,1,0,1,140,179,179,199,131.2440,116.6298,99.5038,34.5615,38.5519,179,179.0000,1,4225,1,1016,0.7725,1.4375,0.0045,5,7,3,1
2554,78,1,1,1,1,199,339,339,179,116.6298,84.0729,60.2080,56.8001,99.3642,199,199.0000,1,12432,1,1016,0.7725,1.4375,0.0050,5,7,4,1
2555,78,1,1,1,1,339,179,179,379,84.0729,122.4091,79.7621,39.3192,26.1630,120,120.0000,2,22218,0,918,0.7725,1.4375,0.0030,5,7,5,1
2556,78,1,1,1,1,199,339,339,179,122.4091,75.0067,171.8430,49.5227,53.0212,20,20.0000,1,12432,1,1016,0.0675,1.4375,0.0005,5,7,4,1
2557,78,1,1,1,1,199,279,279,199,75.0067,287.7725,157.2069,114.4825,118.5960,219,219.0000,4,11655,1,4861,0.0675,1.4375,0.0055,5,6,2,1
2558,78,1,1,1,1,199,219,219,279,287.7725,81.2296,293.5864,134.4507,131.8911,259,259.0000,4,14146,0,4105,0.5840,1.4375,0.0065,6,3,4,2
2559,78,1,1,1,1,219,179,179,259,81.2296,302.4111,159.8906,72.1561,64.7012,140,140.0000,5,14824,0,3984,0.8305,1.4375,0.0035,5,2,3,0
2560,78,1,1,1,1,0,259,259,179,302.4111,117.6573,433.6554,132.3414,133.5337,259,259.0000,0,0,1,2032,0.8305,1.7875,0.0065,5,1,1,0
2561,78,2,2,1,1,259,179,418,279,117.6573,156.8192,26.0000,89.6939,188.9577,358,179.0000,1,677,1,5838,1.4375,1.7875,0.0090,5,1,2,0
2562,78,1,1,1,1,239,279,279,259,156.8192,65.6220,135.1629,41.1005,41.5843,219,219.0000,3,12433,0,1194,1.4375,1.7875,0.0055,5,1,4,0
2563,78,1,1,1,1,219,179,179,259,65.6220,167.0269,143.5688,202.5895,200.5299,179,179.0000,5,14824,0,3984,1.4375,1.7875,0.0045,5,2,3,0
2564,78,1,1,0,0,179,179,179,20,167.0269,99.7760,132.2800,55.5990,37.2055,179,179.0000,0,0,1,358,1.4375,1.7875,0.0045,5,2,5,0
2565,78,1,1,1,1,239,279,279,259,99.7760,226.0006,237.4974,133.9496,135.5950,20,20.0000,3,12433,0,1194,1.1920,1.6300,0.0005,5,1,4,0
2566,78,3,1,1,1,219,179,179,259,226.0006,369.5971,255.7381,54.5642,110.6933,398,132.6667,5,14824,0,3984,1.7875,1.6300,0.0100,5,2,3,0
2567,78,1,1,1,1,0,259,259,179,369.5971,322.4008,461.7153,111.7721,60.8769,757,757.0000,0,0,1,2032,1.7875,1.7640,0.0191,5,1,1,0
2568,78,1,1,0,0,757,518,518,399,322.4008,103.0364,307.5663,65.0019,68.6531,518,518.0000,1,9724,1,1036,1.6300,1.8775,0.0131,5,1,3,0
2569,78,1,1,1,1,219,179,179,259,103.0364,99.9025,55.3173,185.4973,175.7228,399,399.0000,5,14824,0,3984,1.7640,1.8775,0.0101,5,2,3,0
2570,78,1,1,1,1,199,219,219,279,99.9025,313.5004,205.0610,99.0454,54.2886,319,319.0000,4,14146,0,4105,1.8775,1.7125,0.0080,6,3,4,2
2571,78,1,1,1,0,179,259,259,159,313.5004,96.6087,447.0078,105.7840,129.0736,379,379.0000,1,398,0,2632,1.8775,1.3450,0.0096,6,3,1,2
2572,78,1,1,1,1,199,339,339,179,96.6087,194.5829,169.0710,75.8238,89.8888,199,199.0000,1,219,1,1651,1.7125,1.1270,0.0050,4,4,1,0
2573,78,1,1,1,0,159,199,199,219,194.5829,82.2192,165.0757,52.9009,45.6207,199,199.0000,2,737,1,3009,1.3450,1.1270,0.0050,6,3,3,2
2574,78,1,1,0,0,199,20,20,199,82.2192,125.4402,47.6760,92.2239,90.1679,20,20.0000,3,1912,1,1116,0.7760,1.1285,0.0005,4,4,4,0
2575,78,1,1,1,1,199,219,219,279,125.4402,150.9015,51.8941,109.1100,104.5144,199,199.0000,4,14146,0,4105,0.7760,1.1285,0.0050,6,3,4,2
2576,78,1,1,0,0,199,20,20,199,150.9015,117.5521,206.6519,355.7000,380.1079,279,279.0000,3,1912,1,1116,0.5345,1.4325,0.0070,4,4,4,0
2577,78,1,1,1,0,279,180,180,20,117.5521,290.9351,127.8124,64.2223,63.2949,199,199.0000,2,1416,1,597,0.3090,1.5250,0.0050,6,3,6,2
2578,78,1,1,1,1,199,219,219,279,290.9351,205.0573,401.0000,108.8508,99.1930,399,399.0000,4,14146,0,4105,0.2850,1.5250,0.0101,6,3,4,2
2579,78,1,1,0,0,199,20,20,199,205.0573,178.0850,223.6180,46.3276,25.2834,259,259.0000,3,1912,1,1116,1.1270,1.5250,0.0065,4,4,4,0
2580,78,1,1,1,1,199,339,339,179,178.0850,58.0539,284.4820,84.4541,106.1249,179,179.0000,1,219,1,1651,1.1285,1.5250,0.0045,4,4,1,0
2581,78,1,1,0,0,179,219,219,179,58.0539,72.5017,39.0512,42.7112,45.7630,219,219.0000,1,179,0,657,1.4325,1.5250,0.0055,4,4,2,0
2582,78,1,1,1,1,199,339,339,179,72.5017,385.3310,158.1455,91.2812,80.3648,179,179.0000,1,219,1,1651,1.4325,1.5250,0.0045,4,4,1,0
2583,78,2,1,1,1,438,139,139,299,385.3310,93.2269,380.2552,26.8794,84.2882,259,129.5000,0,0,1,1314,1.5250,1.5250,0.0065,6,5,4,1
2584,78,2,2,1,1,219,219,378,199,93.2269,568.4259,74.3303,23.2433,180.5692,498,249.0000,2,896,1,1654,1.5250,1.4900,0.0126,6,5,5,1
2585,78,2,1,1,1,179,199,199,219,568.4259,119.5199,777.0302,210.2076,72.3205,319,159.5000,2,17872,0,4343,1.5250,0.6525,0.0080,6,5,1,1
2586,78,2,3,1,1,139,299,518,279,119.5199,320.3986,89.2749,156.6565,158.0902,339,169.5000,1,1434,1,11140,0.1835,0.6525,0.0085,5,6,1,1
2587,78,1,1,1,1,199,279,279,199,320.3986,211.1711,171.0497,157.2872,139.0081,319,319.0000,4,11655,1,4861,0.4825,0.6525,0.0080,5,6,2,1
2588,78,1,2,1,0,279,199,219,219,211.1711,147.5813,128.0976,78.3135,73.5068,319,319.0000,3,9087,1,3248,0.4825,0.6525,0.0080,5,6,4,1
2589,78,1,1,1,0,140,159,159,219,147.5813,409.4985,147.0544,29.0000,28.5000,20,20.0000,3,2152,1,2051,0.6525,-0.1365,0.0005,5,6,3,1
2590,78,2,3,1,1,139,299,518,279,409.4985,505.0015,516.8143,108.1954,111.8772,997,498.5000,1,1434,1,11140,0.6525,-0.1365,0.0251,5,6,1,1
2591,78,2,2,1,0,279,199,219,219,505.0015,136.7708,503.2544,28.4429,73.0154,299,149.5000,3,9087,1,3248,-0.1365,-1.2060,0.0075,5,6,4,1
2592,78,1,1,1,0,20,219,219,20,136.7708,262.7741,111.0045,28.1780,28.2002,179,179.0000,3,4103,1,618,-0.4290,-1.2060,0.0045,5,6,5,1
2593,78,1,1,1,0,140,159,159,219,262.7741,499.0774,282.1436,15.8114,53.7587,478,478.0000,3,2152,1,2051,-0.4290,-1.1130,0.0120,5,6,3,1
2594,78,2,3,1,1,139,299,518,279,499.0774,199.5902,554.0226,72.0781,175.5199,737,368.5000,1,1434,1,11140,-1.2060,-0.7140,0.0186,5,6,1,1
2595,78,1,1,1,1,199,279,279,199,199.5902,353.5948,132.0000,62.6139,72.9178,199,199.0000,4,11655,1,4861,-1.3220,0.3190,0.0050,5,6,2,1
2596,78,1,2,1,0,279,199,219,219,353.5948,186.3934,190.9476,147.3745,164.5965,319,319.0000,3,9087,1,3248,-1.1130,0.3190,0.0080,5,6,4,1
2597,78,1,1,1,1,339,179,179,379,186.3934,150.1874,242.2973,52.9953,15.1162,219,219.0000,2,22218,0,918,-1.1130,0.3335,0.0055,5,7,5,1
2598,78,1,1,0,1,140,179,179,199,150.1874,242.1012,250.6472,75.5066,72.7479,279,279.0000,1,4225,1,1016,-0.7140,0.7280,0.0070,5,7,3,1
2599,78,1,2,1,1,219,319,458,199,242.1012,1202.3654,348.1738,115.5043,117.0267,120,120.0000,1,4105,0,2255,-0.0570,1.0160,0.0030,5,7,1,1
2600,78,1,1,1,1,219,179,179,259,1202.3654,91.1002,480.7130,1039.7126,95.1223,219,219.0000,5,14824,0,3984,0.3190,1.0160,0.0055,5,2,3,0
2601,78,1,1,1,1,239,279,279,259,91.1002,325.5918,67.7422,73.4983,74.4043,179,179.0000,3,12433,0,1194,0.3190,1.0160,0.0045,5,1,4,0
2602,78,2,2,1,1,259,179,418,279,325.5918,101.2744,375.7286,53.0848,163.0161,658,329.0000,1,677,1,5838,0.3335,1.0160,0.0166,5,1,2,0
2603,78,1,1,1,1,219,179,179,259,101.2744,144.0703,65.2993,73.9003,93.9149,219,219.0000,5,14824,0,3984,0.7280,1.0160,0.0055,5,2,3,0
2604,78,1,2,1,1,259,179,418,279,144.0703,1033.2408,285.2402,143.7298,885.3570,458,458.0000,1,677,1,5838,1.0160,0.9620,0.0115,5,1,2,0
2605,78,1,1,1,0,159,199,199,219,1033.2408,114.9348,145.0310,46.8882,21.0297,379,379.0000,2,737,1,3009,1.0160,0.9425,0.0096,6,3,3,2
2606,78,2,1,1,0,179,259,259,159,114.9348,236.7557,257.9651,129.2720,79.4119,299,149.5000,1,398,0,2632,0.9620,0.9425,0.0075,6,3,1,2
2607,78,1,1,1,0,159,199,199,219,236.7557,167.5187,165.6563,76.8668,81.6854,219,219.0000,2,737,1,3009,0.5490,0.9425,0.0055,6,3,3,2
2608,78,1,1,1,1,199,219,219,279,167.5187,196.1842,78.7147,107.5407,91.8872,179,179.0000,4,14146,0,4105,0.5490,0.9425,0.0045,6,3,4,2
2609,78,1,1,1,0,219,279,279,180,196.1842,117.7083,92.7038,117.3478,125.4801,279,279.0000,0,0,1,1296,0.8355,0.9425,0.0070,6,3,5,2
2610,78,1,1,0,0,279,120,120,319,117.7083,513.8796,146.6322,29.4109,53.2565,120,120.0000,0,0,0,480,0.9425,0.9425,0.0030,5,2,4,0
2611,78,2,1,1,1,179,199,199,219,513.8796,80.5140,634.9622,120.9731,72.5483,558,279.0000,2,17872,0,4343,0.9425,0.9425,0.0141,6,5,1,1
2612,78,1,2,1,1,219,319,458,199,80.5140,369.3812,140.5276,67.1361,59.0191,339,339.0000,1,4105,0,2255,0.9425,1.0020,0.0085,5,7,1,1
2613,78,1,1,1,1,199,339,339,179,369.3812,129.5010,323.7484,55.5090,36.7049,259,259.0000,1,12432,1,1016,0.9040,1.2395,0.0065,5,7,4,1
2614,78,1,1,1,1,339,179,179,379,129.5010,481.8641,115.5725,23.9008,20.1308,120,120.0000,2,22218,0,918,0.9040,2.0375,0.0030,5,7,5,1
2615,78,1,1,1,1,279,339,339,199,481.8641,384.7184,553.9765,78.8495,55.3399,478,478.0000,2,1335,0,937,0.9040,2.0375,0.0120,8,9,1,0
