"a1","a2","a3","a4","a5","y1","y2"
0.485347,0.599314,0.207401,0.699736,0.70024,0.069319,0.135369
0.484267,0.615823,0.198141,0.757362,0.69786,0.06992,0.13672
0.48522,0.629267,0.206644,0.763236,0.689616,0.070522,0.138071
0.486173,0.606158,0.214799,0.763644,0.697098,0.071124,0.139422
0.486131,0.591599,0.215931,0.769903,0.701988,0.071725,0.140773
0.484955,0.607768,0.216191,0.724319,0.701284,0.072327,0.142125
0.483778,0.614952,0.209101,0.712243,0.702463,0.072929,0.143476
0.485609,0.604155,0.210478,0.719942,0.700968,0.07353,0.144827
0.490876,0.582805,0.211219,0.770459,0.705916,0.074132,0.146178
0.496144,0.586288,0.206909,0.772318,0.707148,0.074734,0.14753
0.499306,0.598269,0.213602,0.739128,0.698259,0.075335,0.148881
0.500063,0.589771,0.219295,0.729433,0.700158,0.075937,0.149649
0.498975,0.580071,0.218341,0.737201,0.703594,0.076539,0.149654
0.49888,0.593358,0.222373,0.726587,0.698493,0.077141,0.149659
0.502326,0.589231,0.230597,0.72407,0.699384,0.077742,0.149665
0.502909,0.572322,0.238982,0.745002,0.699408,0.078344,0.14967
0.502808,0.599697,0.237506,0.736679,0.688725,0.078946,0.149676
0.50347,0.6118,0.236662,0.741782,0.688772,0.079547,0.149681
0.503817,0.587124,0.238012,0.717754,0.706585,0.080149,0.149686
0.500869,0.595222,0.243083,0.701153,0.706362,0.080751,0.149692
0.493327,0.604347,0.250483,0.696878,0.697895,0.081352,0.149697
0.491842,0.605026,0.248135,0.700575,0.70112,0.081954,0.149702
0.494616,0.608596,0.242683,0.764971,0.698423,0.082556,0.149708
0.495755,0.611469,0.249647,0.76471,0.698071,0.083157,0.149713
0.495027,0.600951,0.247832,0.728209,0.699936,0.083759,0.149718
0.494298,0.599662,0.245326,0.723616,0.698833,0.084361,0.149724
0.495949,0.605096,0.250152,0.714851,0.696289,0.084963,0.149729
0.497339,0.591564,0.243117,0.753915,0.697391,0.085564,0.149735
0.495322,0.596876,0.243451,0.757203,0.700193,0.086166,0.14974
0.496835,0.586149,0.249764,0.729059,0.707405,0.086768,0.149745
0.502382,0.591443,0.254684,0.739321,0.704767,0.087369,0.149751
0.504557,0.611121,0.261547,0.739151,0.694236,0.087291,0.149756
0.502875,0.619288,0.263884,0.730647,0.691328,0.086322,0.149761
0.503274,0.60931,0.260328,0.733969,0.697004,0.085354,0.149767
0.506047,0.600829,0.262473,0.740421,0.697954,0.084386,0.149772
0.507344,0.606192,0.27093,0.736532,0.691047,0.083417,0.149777
0.506951,0.606088,0.267428,0.724319,0.690578,0.082449,0.149783
0.506559,0.590972,0.270358,0.722686,0.696676,0.081481,0.149788
0.505252,0.593428,0.282491,0.747962,0.699549,0.080513,0.149794
0.505722,0.591512,0.283609,0.753915,0.703149,0.079544,0.149799
0.506596,0.595448,0.277563,0.741691,0.703231,0.078576,0.149804
0.504243,0.621186,0.276535,0.735999,0.695274,0.077608,0.14981
0.503772,0.608282,0.280638,0.737779,0.695714,0.076639,0.149815
0.507101,0.598878,0.279963,0.731565,0.695251,0.075671,0.14982
0.512312,0.61072,0.281406,0.739276,0.693756,0.074703,0.149826
0.517524,0.612305,0.291707,0.714896,0.688854,0.073735,0.149831
0.520499,0.600446,0.296913,0.697904,0.692782,0.072766,0.149836
0.52092,0.592209,0.301106,0.719421,0.702961,0.071798,0.149842
0.516515,0.604364,0.305575,0.716132,0.703665,0.07083,0.149847
0.510519,0.603511,0.306967,0.736566,0.702234,0.069861,0.149853
0.505633,0.600272,0.30297,0.763565,0.701402,0.068893,0.149858
0.501284,0.601108,0.305239,0.719421,0.70404,0.067925,0.149863
0.501957,0.574795,0.310497,0.706619,0.706679,0.066957,0.149869
0.502629,0.590676,0.298611,0.716858,0.702996,0.065988,0.151181
0.502948,0.611887,0.287156,0.714556,0.69718,0.065813,0.154202
0.502864,0.598408,0.283371,0.716801,0.702187,0.066674,0.157224
0.504624,0.581238,0.280769,0.724308,0.708567,0.067534,0.160245
0.505666,0.580576,0.289695,0.744855,0.707019,0.068395,0.163267
0.506227,0.596597,0.285828,0.749617,0.704761,0.069256,0.166288
0.508016,0.59106,0.284368,0.759936,0.705553,0.070117,0.167679
0.507624,0.595953,0.293601,0.73271,0.696863,0.070978,0.166939
0.507232,0.599436,0.289652,0.704691,0.69433,0.071839,0.166198
0.508199,0.591547,0.290226,0.725754,0.697672,0.0727,0.165457
0.510721,0.59456,0.294599,0.738425,0.694975,0.07356,0.164716
0.51132,0.590572,0.291316,0.744019,0.696172,0.074421,0.163975
0.509723,0.615022,0.29608,0.741525,0.69314,0.075282,0.163235
0.510088,0.615231,0.294965,0.73903,0.694283,0.076143,0.162494
0.512693,0.598321,0.295495,0.710871,0.697274,0.077004,0.161753
0.515299,0.583101,0.301951,0.699895,0.702375,0.077865,0.161012
0.517905,0.599018,0.302305,0.748427,0.703454,0.078726,0.160271
0.51953,0.614099,0.310278,0.749209,0.695749,0.079586,0.159531
0.517289,0.613576,0.311757,0.745626,0.689663,0.080447,0.15879
0.514576,0.596232,0.307821,0.754765,0.697543,0.081308,0.158049
0.510755,0.58587,0.30666,0.727517,0.701941,0.082169,0.157308
0.505397,0.598757,0.306045,0.738992,0.699009,0.08303,0.156567
0.50607,0.602274,0.310672,0.736282,0.699508,0.083891,0.155827
0.507118,0.608718,0.311533,0.714658,0.696957,0.084752,0.155086
0.505521,0.612688,0.312645,0.735795,0.698675,0.085612,0.154345
0.505787,0.609414,0.310412,0.743573,0.705271,0.081579,0.153841
0.508182,0.59301,0.304367,0.730488,0.709583,0.071144,0.153646
0.510578,0.57173,0.31126,0.731769,0.711283,0.060709,0.153452
0.512973,0.568107,0.307791,0.703024,0.712983,0.071423,0.153258
0.513859,0.575543,0.308696,0.708529,0.708719,0.092454,0.153063
0.513018,0.589771,0.318576,0.753178,0.700264,0.09081,0.152869
0.512178,0.604486,0.323105,0.760877,0.697109,0.089166,0.152674
0.511337,0.602361,0.31754,0.745637,0.702,0.087522,0.15248
0.512536,0.602065,0.309101,0.736248,0.697895,0.085878,0.152285
0.513674,0.594386,0.312481,0.708354,0.69589,0.084234,0.152091
0.512077,0.587298,0.31862,0.710304,0.699865,0.08259,0.151896
0.507773,0.604678,0.321241,0.732472,0.693392,0.080946,0.151702
0.505946,0.589039,0.323146,0.726859,0.698997,0.079302,0.151507
0.506641,0.600446,0.322164,0.732166,0.700938,0.077658,0.151313
0.505375,0.621256,0.316731,0.73542,0.695046,0.076014,0.151118
0.506888,0.606698,0.31592,0.729932,0.694324,0.07437,0.150924
0.505734,0.601404,0.316925,0.740039,0.699514,0.072726,0.150729
0.504826,0.593881,0.318546,0.734483,0.703676,0.071082,0.150535
0.503957,0.596022,0.32633,0.728927,0.703547,0.069438,0.15034
0.49883,0.604991,0.330479,0.735012,0.696488,0.067794,0.150146
0.497429,0.60069,0.323357,0.729717,0.693955,0.06615,0.149951
0.500287,0.603467,0.316444,0.753677,0.698036,0.064506,0.149757
0.503145,0.602553,0.314389,0.79045,0.69874,0.062862,0.152769
0.506003,0.585975,0.313405,0.76149,0.704368,0.061218,0.159976
0.508965,0.566975,0.316004,0.726451,0.709552,0.059574,0.167182
0.512047,0.585417,0.318921,0.715146,0.701718,0.061019,0.16792
0.515129,0.606558,0.326009,0.730964,0.69158,0.066505,0.160199
0.516694,0.609014,0.334967,0.762578,0.686743,0.071991,0.152478
0.514192,0.602536,0.344508,0.75176,0.689006,0.077476,0.144756
0.509023,0.585835,0.348575,0.723253,0.699384,0.082962,0.137035
0.503853,0.588413,0.351631,0.734241,0.704304,0.088448,0.129314
0.498684,0.589353,0.353453,0.746125,0.702985,0.08942,0.121593
0.4922,0.582405,0.346019,0.764381,0.704908,0.084491,0.125939
0.484215,0.594386,0.338585,0.736702,0.702903,0.079562,0.146067
0.481368,0.593689,0.340895,0.702366,0.699437,0.074633,0.166194
0.480786,0.579723,0.338252,0.708183,0.704275,0.069704,0.186321
0.479609,0.599836,0.325581,0.718627,0.700123,0.064774,0.196671
0.480741,0.611643,0.318429,0.70451,0.695304,0.059845,0.194234
0.4799,0.593759,0.316229,0.730647,0.698505,0.054916,0.191798
0.484865,0.58425,0.323392,0.746317,0.700627,0.049987,0.189361
0.492111,0.597329,0.32287,0.716353,0.696922,0.048374,0.186924
0.49438,0.601491,0.315614,0.72018,0.699724,0.051097,0.184488
0.4941,0.590798,0.320869,0.7427,0.706479,0.05382,0.182051
0.494044,0.596945,0.323149,0.759887,0.704837,0.056543,0.179614
0.495495,0.599488,0.321257,0.746563,0.704779,0.059266,0.177178
0.494571,0.614151,0.324327,0.733239,0.698681,0.061989,0.174741
0.495804,0.613437,0.319823,0.740342,0.698411,0.064711,0.172304
0.499502,0.612897,0.32586,0.729036,0.695304,0.067434,0.169868
0.499749,0.613559,0.32463,0.734944,0.693509,0.070157,0.167431
0.499973,0.60365,0.324223,0.752906,0.697479,0.069869,0.164994
0.501934,0.606367,0.32322,0.721507,0.697743,0.065643,0.162558
0.503006,0.610006,0.317426,0.714874,0.694682,0.061417,0.160121
0.506649,0.592069,0.323824,0.748721,0.694389,0.057191,0.157684
0.510291,0.592592,0.328539,0.769223,0.699138,0.056029,0.155248
0.512744,0.615387,0.333253,0.745728,0.694588,0.058875,0.152811
0.513837,0.602797,0.333721,0.759732,0.69494,0.061721,0.150374
0.512929,0.587316,0.338441,0.765708,0.696969,0.064567,0.147937
0.513343,0.599471,0.345591,0.759233,0.691727,0.067413,0.145501
0.514803,0.591512,0.347946,0.73279,0.69691,0.070259,0.143064
0.512744,0.592487,0.353273,0.72136,0.698189,0.073104,0.140627
0.510685,0.589492,0.355545,0.721745,0.698986,0.07595,0.138191
0.508625,0.592714,0.350737,0.718196,0.701073,0.078796,0.137248
0.508194,0.609623,0.344973,0.770073,0.697883,0.081642,0.138258
0.509623,0.610581,0.351174,0.764404,0.69222,0.084488,0.139268
0.50909,0.611817,0.352716,0.703285,0.690097,0.085785,0.140278
0.506316,0.608543,0.346555,0.701346,0.695315,0.085057,0.141288
0.501856,0.613437,0.350308,0.761977,0.695843,0.084329,0.142298
0.499364,0.614029,0.355217,0.751341,0.696371,0.083601,0.143308
0.501325,0.599506,0.34931,0.713354,0.699977,0.082873,0.144318
0.503286,0.578051,0.341789,0.706573,0.707101,0.082145,0.145328
0.502528,0.579566,0.343798,0.71188,0.707288,0.081417,0.146338
0.501617,0.601996,0.348602,0.728662,0.699549,0.080689,0.147348
0.504082,0.615805,0.346695,0.728798,0.694901,0.079961,0.148358
0.506548,0.597921,0.348575,0.740591,0.693787,0.079233,0.149368
0.506568,0.59139,0.348635,0.729138,0.692673,0.078505,0.150378
0.503795,0.609205,0.34981,0.717119,0.68978,0.077777,0.151388
0.498942,0.616554,0.350977,0.7057,0.690765,0.077049,0.152398
0.497518,0.606558,0.349329,0.712957,0.695427,0.076321,0.153408
0.500533,0.600777,0.347774,0.716257,0.69657,0.075593,0.154418
0.501038,0.594194,0.34248,0.728452,0.701612,0.074865,0.155428
0.501542,0.579409,0.342316,0.716291,0.706843,0.074137,0.156438
0.500425,0.59449,0.335144,0.725204,0.702023,0.073409,0.157448
0.497455,0.614412,0.33688,0.745263,0.697203,0.072681,0.158458
0.494485,0.609763,0.339755,0.750536,0.696347,0.071953,0.159467
0.495098,0.593776,0.339384,0.728186,0.697309,0.071225,0.160477
0.494313,0.594995,0.332001,0.70189,0.700874,0.070497,0.161487
0.487252,0.61382,0.33409,0.733357,0.691762,0.069769,0.162497
0.484271,0.61018,0.339835,0.749039,0.686274,0.069041,0.163507
0.485952,0.595709,0.336642,0.730409,0.69256,0.068313,0.164517
0.487633,0.588848,0.333106,0.718627,0.695718,0.067585,0.165527
0.490884,0.59355,0.33111,0.72585,0.700878,0.066857,0.166537
0.495927,0.588987,0.32316,0.747145,0.706037,0.066129,0.167547
0.498036,0.600045,0.316641,0.756942,0.702797,0.065401,0.168557
0.496792,0.621003,0.318691,0.740444,0.697098,0.064673,0.169567
0.495548,0.619044,0.327628,0.721042,0.697549,0.063945,0.1705
0.494304,0.613977,0.338293,0.735239,0.695702,0.063217,0.171331
0.49306,0.610111,0.334508,0.759857,0.695292,0.062489,0.172162
0.489651,0.620455,0.32599,0.751896,0.696523,0.061761,0.172993
0.486591,0.61779,0.325682,0.704498,0.700545,0.061033,0.173824
0.486759,0.597207,0.327393,0.725147,0.703571,0.060305,0.174655
0.486927,0.582579,0.328063,0.735012,0.701812,0.059577,0.175487
0.487854,0.578521,0.320908,0.750729,0.70309,0.058849,0.176318
0.489647,0.594124,0.320891,0.746352,0.701929,0.058121,0.177149
0.49144,0.594525,0.326661,0.725181,0.698528,0.057393,0.17798
0.493456,0.588029,0.322066,0.741113,0.700288,0.056665,0.178811
0.495725,0.582213,0.323143,0.745081,0.704345,0.055937,0.179642
0.494896,0.591251,0.325248,0.758076,0.704627,0.055209,0.180473
0.493741,0.599697,0.322586,0.734253,0.70465,0.055704,0.181304
0.496263,0.585313,0.32252,0.713944,0.705518,0.0578,0.182135
0.496627,0.599801,0.323266,0.717085,0.700921,0.059895,0.182966
0.494526,0.601804,0.324638,0.725589,0.699513,0.061991,0.183798
0.490659,0.587942,0.327134,0.73,0.70024,0.064086,0.184629
0.48658,0.58843,0.331881,0.728617,0.700588,0.066182,0.18546
0.484562,0.601247,0.330075,0.728866,0.697715,0.068277,0.186291
0.483604,0.616258,0.324376,0.726406,0.694842,0.067875,0.187122
0.483856,0.619079,0.317625,0.738493,0.696676,0.064208,0.187527
0.482579,0.606175,0.308199,0.74261,0.699537,0.060541,0.187374
0.483318,0.604033,0.303345,0.748926,0.697426,0.056874,0.187221
0.488362,0.599209,0.30564,0.714602,0.698188,0.054937,0.187068
0.490856,0.591129,0.300035,0.694644,0.699689,0.055262,0.186915
0.490435,0.60466,0.292535,0.705462,0.694835,0.055587,0.186762
0.490015,0.6017,0.299906,0.712481,0.697285,0.055912,0.186609
0.489595,0.598513,0.309557,0.757781,0.699537,0.056237,0.186456
0.487252,0.597294,0.305217,0.769472,0.697625,0.056562,0.186303
0.486204,0.599401,0.295607,0.732574,0.698728,0.056888,0.18615
0.489146,0.612732,0.292262,0.723934,0.695057,0.057213,0.185997
0.49099,0.60816,0.291278,0.733799,0.695831,0.057538,0.185844
0.491578,0.593289,0.295861,0.729535,0.702035,0.057863,0.185691
0.491029,0.577128,0.304129,0.709125,0.703876,0.058188,0.185538
0.48918,0.595378,0.30593,0.717289,0.693779,0.058513,0.185385
0.487331,0.612993,0.296684,0.723662,0.693779,0.058838,0.185232
0.486501,0.600585,0.295101,0.733844,0.697039,0.059163,0.185079
0.486837,0.600916,0.299455,0.747814,0.698816,0.059488,0.184926
0.487174,0.588987,0.291427,0.718842,0.703829,0.059813,0.184773
0.485862,0.586393,0.285141,0.709352,0.699772,0.060138,0.18462
0.484473,0.607429,0.278855,0.710202,0.696511,0.060463,0.184467
0.485145,0.597642,0.281739,0.71899,0.703876,0.060789,0.184314
0.485818,0.599,0.288006,0.720736,0.701824,0.061114,0.184161
0.48649,0.602257,0.279963,0.720895,0.698939,0.061439,0.184008
0.486574,0.6017,0.271818,0.733856,0.70055,0.061764,0.183855
0.485986,0.606001,0.279058,0.71383,0.697969,0.062089,0.183702
0.482848,0.597868,0.28814,0.701414,0.69539,0.062414,0.183549
0.480326,0.592522,0.280837,0.73118,0.697379,0.062739,0.183396
0.478858,0.595187,0.274341,0.742848,0.697942,0.063064,0.183244
0.476258,0.603946,0.27422,0.733833,0.697309,0.063389,0.183091
0.476258,0.608004,0.26317,0.732994,0.700669,0.063714,0.182938
0.476258,0.600968,0.261746,0.735519,0.700229,0.064039,0.182785
0.477003,0.601212,0.26457,0.73121,0.697121,0.064364,0.182632
0.4786,0.603162,0.25669,0.726901,0.697367,0.064689,0.182479
0.478824,0.58991,0.258726,0.715078,0.701484,0.065015,0.182326
0.480068,0.596876,0.254422,0.737292,0.699361,0.06534,0.182173
0.480348,0.598583,0.251918,0.746068,0.699208,0.065665,0.18202
0.476146,0.598078,0.252629,0.74033,0.701519,0.06599,0.181867
0.474689,0.59766,0.248677,0.755207,0.700639,0.066315,0.181714
0.47637,0.581917,0.247458,0.726735,0.69976,0.06664,0.181561
0.47656,0.576066,0.236558,0.730284,0.701671,0.066965,0.181408
0.475047,0.583415,0.236421,0.744741,0.703571,0.06729,0.181255
0.475731,0.600968,0.237225,0.744951,0.701812,0.067615,0.181102
0.474453,0.598495,0.238793,0.750649,0.702064,0.06794,0.180949
0.470066,0.580628,0.242259,0.748172,0.704615,0.068265,0.180796
0.467964,0.597973,0.233543,0.73635,0.701953,0.06859,0.180643
0.467314,0.616624,0.223089,0.729411,0.696371,0.068916,0.18049
0.468323,0.616928,0.223329,0.743607,0.69426,0.069241,0.180337
0.467213,0.619671,0.225297,0.728197,0.694858,0.069566,0.180184
0.470195,0.620281,0.221927,0.707685,0.698552,0.069891,0.180031
0.475047,0.614308,0.216398,0.756251,0.699947,0.070216,0.179878
0.478163,0.598966,0.217535,0.771751,0.700604,0.070541,0.179725
0.483744,0.596615,0.22252,0.743177,0.699766,0.070866,0.179572
0.486098,0.607847,0.22578,0.74439,0.694752,0.071191,0.178257
0.48853,0.600481,0.225267,0.746958,0.695034,0.071516,0.175421
0.487521,0.589701,0.218757,0.728163,0.698616,0.071392,0.172586
0.487067,0.598391,0.216029,0.724727,0.699056,0.070681,0.16975
0.491859,0.607534,0.222219,0.729161,0.696582,0.069969,0.166915
0.491943,0.593898,0.224706,0.710383,0.697344,0.069258,0.164079
0.486647,0.59038,0.227193,0.709,0.700768,0.068546,0.161244
0.484941,0.607534,0.235962,0.756375,0.696605,0.067835,0.158408
0.487336,0.611887,0.242956,0.752906,0.695104,0.067123,0.155573
0.489732,0.593654,0.243161,0.713853,0.699326,0.066412,0.152738
0.492128,0.576048,0.244451,0.753473,0.704943,0.0657,0.149902
0.492903,0.592313,0.246405,0.755967,0.703946,0.064989,0.148861
0.491827,0.60823,0.245285,0.744197,0.698411,0.064278,0.150166
0.490751,0.608689,0.242338,0.758575,0.695005,0.063566,0.151472
0.489675,0.615045,0.247176,0.726927,0.687705,0.062855,0.152777
0.488599,0.621401,0.246867,0.715872,0.686602,0.062143,0.154083
0.489281,0.604312,0.24567,0.715849,0.693568,0.061432,0.155388
0.48844,0.581029,0.243388,0.728435,0.701659,0.06072,0.156694
0.487932,0.59409,0.235582,0.747769,0.70302,0.060009,0.157999
0.492415,0.595936,0.234984,0.754943,0.701695,0.059297,0.159305
0.496898,0.582631,0.23524,0.739408,0.706092,0.058586,0.16061
0.498505,0.58284,0.235932,0.723873,0.707288,0.057874,0.161916
0.494784,0.592261,0.238599,0.724002,0.699818,0.057163,0.163221
0.492341,0.613837,0.240264,0.732466,0.693234,0.056452,0.164527
0.494022,0.619619,0.242006,0.73,0.694201,0.05574,0.165832
0.493951,0.607899,0.238665,0.733765,0.69718,0.055029,0.167137
0.491877,0.60682,0.245225,0.729411,0.695151,0.054317,0.168443
0.489804,0.612148,0.247277,0.732166,0.693064,0.053606,0.169748
0.491052,0.594281,0.241272,0.738981,0.703735,0.052894,0.171054
0.493624,0.588186,0.239168,0.7184,0.705518,0.052183,0.172359
0.493372,0.600794,0.236213,0.740364,0.6963,0.051471,0.173665
0.495277,0.605966,0.236533,0.751341,0.695702,0.05076,0.17497
0.499648,0.610198,0.236202,0.753325,0.697086,0.050048,0.176276
0.501665,0.602065,0.240811,0.753677,0.698317,0.049337,0.177581
0.49911,0.603354,0.248012,0.716121,0.696464,0.048626,0.178887
0.494403,0.612845,0.254268,0.711438,0.693814,0.047914,0.180192
0.493304,0.614673,0.252156,0.715044,0.694788,0.047203,0.181498
0.492957,0.605775,0.250453,0.753824,0.696769,0.046491,0.182803
0.488754,0.584616,0.24728,0.752747,0.702709,0.04578,0.184108
0.485257,0.578573,0.245479,0.71929,0.70438,0.045068,0.185414
0.482568,0.580176,0.245296,0.711551,0.707488,0.044357,0.186719
0.478662,0.589788,0.240529,0.711313,0.704685,0.043645,0.188025
0.473366,0.608944,0.238299,0.699169,0.699982,0.042934,0.18933
0.469326,0.605513,0.227503,0.702434,0.700798,0.042222,0.192823
0.46672,0.60877,0.213288,0.718706,0.699126,0.041511,0.199177
0.465723,0.612322,0.211796,0.714465,0.699466,0.0408,0.205531
0.466563,0.609553,0.20698,0.705904,0.699643,0.041042,0.211885
0.46913,0.600515,0.198764,0.692399,0.701765,0.042531,0.218239
0.471786,0.57631,0.191333,0.736203,0.705088,0.04402,0.224593
0.47229,0.579723,0.188928,0.76433,0.703563,0.04551,0.230947
0.470023,0.599575,0.195359,0.729547,0.702039,0.046999,0.232596
0.464587,0.598461,0.195859,0.720679,0.703032,0.048489,0.228092
0.459151,0.586062,0.192073,0.731429,0.706901,0.049978,0.223588
0.456488,0.586689,0.180187,0.743846,0.704286,0.051467,0.219084
0.459189,0.587107,0.166494,0.749878,0.698665,0.052957,0.21458
0.4644,0.601142,0.166628,0.723174,0.698079,0.054446,0.210076
0.467713,0.614447,0.171118,0.721076,0.697492,0.055935,0.205572
0.468856,0.608509,0.17369,0.728855,0.692993,0.057425,0.201067
0.47,0.611434,0.167472,0.732234,0.688989,0.058914,0.196563
0.471143,0.6184,0.160864,0.746091,0.69066,0.060404,0.192059
0.472286,0.601177,0.164157,0.734184,0.696476,0.061893,0.187555
0.475955,0.58392,0.162761,0.742281,0.70268,0.063382,0.183051
0.480864,0.594873,0.172654,0.732597,0.69915,0.064872,0.178805
0.48389,0.601578,0.186093,0.722108,0.697238,0.066361,0.174896
0.484602,0.587376,0.191464,0.731554,0.699537,0.06785,0.170988
0.482668,0.571573,0.189469,0.704169,0.702926,0.06934,0.167079
0.476773,0.588378,0.188354,0.687183,0.699303,0.070829,0.16317
0.46975,0.620629,0.193369,0.713989,0.689839,0.072319,0.159261
0.466612,0.602466,0.187296,0.753688,0.698704,0.073808,0.155352
0.463474,0.588952,0.178326,0.741918,0.702996,0.072637,0.16071
0.45827,0.607812,0.176399,0.723548,0.697508,0.067986,0.178185
0.450705,0.610181,0.173224,0.729671,0.698212,0.063335,0.195661
0.445768,0.589144,0.16525,0.70968,0.706632,0.058684,0.213137
0.443834,0.591773,0.160596,0.690827,0.708766,0.054033,0.230612
0.444268,0.614116,0.150437,0.707382,0.699467,0.049382,0.238149
0.447406,0.600742,0.142852,0.723938,0.701589,0.044731,0.232688
0.450544,0.598234,0.137116,0.773248,0.700041,0.04008,0.227226
0.455434,0.614255,0.130855,0.771094,0.693744,0.035429,0.221765
0.45809,0.613611,0.141289,0.717584,0.69392,0.035326,0.216304
0.455905,0.594438,0.138417,0.73241,0.697707,0.04117,0.210843
0.459446,0.579671,0.137957,0.759709,0.702586,0.047013,0.205382
0.462551,0.591356,0.147783,0.743392,0.701366,0.052856,0.199921
0.463716,0.597207,0.148835,0.71243,0.701906,0.0587,0.19446
0.469118,0.584007,0.151257,0.7217,0.702551,0.064543,0.188999
0.471472,0.58782,0.150426,0.742757,0.697098,0.068087,0.183537
0.473826,0.597903,0.149581,0.750139,0.694217,0.068624,0.178076
0.473159,0.602396,0.144782,0.71721,0.694276,0.06916,0.172615
0.46904,0.60924,0.146914,0.724149,0.694334,0.069387,0.167154
0.465667,0.615387,0.154075,0.743301,0.691903,0.069208,0.161693
0.463145,0.610285,0.147939,0.743891,0.69229,0.069029,0.156232
0.461937,0.602919,0.150779,0.737666,0.69915,0.06885,0.153609
0.462232,0.594264,0.153905,0.753268,0.701413,0.068671,0.154697
0.462526,0.580698,0.15522,0.777115,0.702281,0.068493,0.155786
0.46282,0.584477,0.154722,0.75311,0.702633,0.068314,0.156874
0.461408,0.59092,0.150021,0.751222,0.701132,0.068135,0.157963
0.460831,0.601595,0.144763,0.724433,0.699349,0.067956,0.159051
0.463436,0.605391,0.14191,0.691175,0.698141,0.067777,0.16014
0.469455,0.589579,0.152047,0.693346,0.699818,0.067598,0.161228
0.472627,0.596023,0.149412,0.744458,0.69718,0.067419,0.162317
0.472402,0.598635,0.15217,0.777115,0.697004,0.06724,0.163405
0.475462,0.584338,0.158065,0.746136,0.701612,0.067061,0.164493
0.476639,0.602048,0.155193,0.723843,0.699279,0.066883,0.165582
0.474893,0.619097,0.15669,0.745218,0.692266,0.066704,0.16667
0.469808,0.61638,0.152334,0.726882,0.69528,0.066525,0.167759
0.464722,0.619933,0.150762,0.702389,0.694588,0.066346,0.168847
0.459637,0.611922,0.153976,0.737292,0.69528,0.066167,0.169936
0.456297,0.598339,0.151273,0.776865,0.701589,0.065988,0.171024
0.456698,0.602187,0.157439,0.760197,0.697708,0.065809,0.172113
0.459094,0.597921,0.150407,0.74837,0.696851,0.063382,0.177154
0.461489,0.591721,0.140087,0.749617,0.697497,0.058016,0.187363
0.463885,0.594333,0.139769,0.750672,0.698435,0.05265,0.197572
0.464221,0.580367,0.140611,0.755468,0.700733,0.057567,0.185695
0.462203,0.586741,0.149212,0.785892,0.694401,0.075932,0.144935
0.461143,0.597973,0.166368,0.746522,0.691598,0.094297,0.118187
0.461177,0.609188,0.171668,0.680493,0.690777,0.112662,0.111054
0.46121,0.602536,0.179649,0.723741,0.694588,0.131027,0.103922
0.461244,0.582753,0.190116,0.761314,0.70034,0.149392,0.096789
0.461278,0.594508,0.196517,0.748132,0.699197,0.155788,0.089657
0.4631,0.602919,0.203845,0.74888,0.700147,0.146531,0.082524
0.464953,0.597694,0.20396,0.739673,0.702134,0.116403,0.086615
0.464505,0.599819,0.195883,0.730301,0.702574,0.083434,0.105382
0.464057,0.604329,0.192049,0.754538,0.699033,0.082441,0.124149
0.460758,0.615805,0.196523,0.721745,0.695702,0.081449,0.142915
0.458046,0.612949,0.193445,0.705609,0.697813,0.080456,0.161682
0.459727,0.610346,0.19072,0.741408,0.698857,0.079463,0.180449
0.461408,0.610738,0.176413,0.738045,0.698681,0.07847,0.189462
0.463089,0.614969,0.173849,0.744254,0.693498,0.077477,0.18572
0.467516,0.610424,0.177591,0.731452,0.692524,0.076485,0.181978
0.471511,0.604974,0.176038,0.729547,0.697423,0.075492,0.178237
0.471427,0.611661,0.177711,0.744526,0.69606,0.074499,0.174495
0.474128,0.61375,0.18052,0.736191,0.694697,0.073506,0.170753
0.476305,0.61584,0.187761,0.727857,0.693334,0.072513,0.167011
0.474246,0.591355,0.193358,0.719523,0.699338,0.071521,0.163269
0.472187,0.588674,0.204567,0.708648,0.697426,0.070528,0.159528
0.470127,0.611852,0.209213,0.749957,0.690349,0.069535,0.155786
0.468068,0.599366,0.204528,0.763338,0.698704,0.068542,0.152044
0.466008,0.597538,0.198843,0.713967,0.702449,0.067549,0.148302
0.463949,0.602971,0.200951,0.71857,0.700925,0.066557,0.14456
0.461889,0.608004,0.199669,0.719171,0.6994,0.065564,0.143005
0.46236,0.609135,0.196384,0.717425,0.69674,0.064571,0.144308
0.465723,0.604695,0.19335,0.738097,0.692782,0.065238,0.145611
0.466261,0.591599,0.194312,0.736622,0.697731,0.068074,0.146913
0.466748,0.582265,0.188766,0.727903,0.703418,0.070911,0.148216
0.470867,0.58244,0.190573,0.732971,0.696019,0.073747,0.149519
0.474986,0.589788,0.200308,0.727029,0.690097,0.076584,0.150822
0.479104,0.59099,0.202545,0.726667,0.695761,0.07942,0.151646
0.482047,0.589736,0.202935,0.724988,0.701794,0.082257,0.151843
0.483643,0.604451,0.205534,0.756217,0.699244,0.083697,0.15204
0.483436,0.598426,0.213949,0.752622,0.700018,0.08331,0.152237
0.481167,0.585644,0.219582,0.725516,0.702231,0.082924,0.152434
0.478897,0.589562,0.221066,0.750434,0.701747,0.082537,0.152631
0.476628,0.597868,0.23022,0.757572,0.701264,0.082151,0.152828
0.471573,0.598617,0.236395,0.74439,0.70078,0.081764,0.153025
