"UNITID","school_name","city","state","zip","school_webpage","latitude","longitude","admission_rate","sat_verbal_midrange","sat_math_midrange","sat_writing_midrange","act_combined_midrange","act_english_midrange","act_math_midrange","act_writing_midrange","sat_total_average","undergrad_size","percent_white","percent_black","percent_hispanic","percent_asian","percent_part_time","average_cost_academic_year","average_cost_program_year","tuition_(instate)","tuition_(out_of_state)","spend_per_student","faculty_salary","percent_part_time_faculty","percent_pell_grant","completion_rate","predominant_degree","highest_degree","ownership","region","gender","carnegie_basic_classification","carnegie_undergraduate","carnegie_size","religious_affiliation","percent_female","agege24","faminc","mean_earnings_6_years","median_earnings_6_years","mean_earnings_10_years","median_earnings_10_years"
147165,'Midstate College',Peoria,IL,61614-3595,www.midstate.edu,40.6914,-89.5922,0.84,?,?,?,?,?,?,?,?,532.0,0.6974,0.2312,0.032,0.0094,0.6579,26994.0,?,16230.0,16230.0,3554.0,4059.0,1.0,0.6791,0.4167,Associate,Bachelors,'Private for-profit','Great Lakes',COED,'Baccalaureate/Associate\'s Colleges','Higher part-time four-year','Very small 4-year primarily nonresidential (less than 1000)',?,0.82999998331069,0.75999999046325,27081.31,26200.0,23800.0,29300.0,25900.0
147244,'Millikin University',Decatur,IL,62522-2084,www.millikin.edu,39.8426,-88.9746,0.5512,530.0,510.0,520.0,24.0,24.0,23.0,7.0,1087.0,2122.0,0.7587,0.1239,0.0561,0.0075,0.0443,39576.0,?,28644.0,28644.0,8378.0,5844.0,0.6753,0.3883,0.5979,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Baccalaureate Colleges--Diverse Fields','Full-time four-year selective lower transfer-in','Small 4-year highly residential (1000 to 2999)','Presbyterian Church (USA)',0.60000002384185,0.18999999761581,76988.11,35900.0,33600.0,47400.0,42900.0
147341,'Monmouth College',Monmouth,IL,61462-1998,www.monmouthcollege.edu,40.9146,-90.6379,0.6431,515.0,490.0,525.0,23.0,22.0,22.0,?,1049.0,1247.0,0.6672,0.1307,0.1067,0.0112,0.0064,40578.0,?,31500.0,31500.0,9453.0,6770.0,0.6767,0.4428,0.5827,Bachelors,Bachelors,'Private nonprofit','Great Lakes',COED,'Baccalaureate Colleges--Arts & Sciences','Full-time four-year selective lower transfer-in','Small 4-year highly residential (1000 to 2999)','Presbyterian Church (USA)',0.51999998092651,0.02999999932944,81617.83,33900.0,32100.0,43800.0,40700.0
147369,'Moody Bible Institute',Chicago,IL,60610-3284,www.moody.edu,41.8978,-87.6335,0.6855,?,?,?,?,?,?,?,?,3019.0,0.6161,0.0397,0.0474,0.0222,0.203,25537.0,?,11356.0,11356.0,7752.0,5639.0,0.4065,0.2682,0.8434,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Theological seminaries Bible colleges and other faith-related institutions',?,?,Interdenominational,?,?,?,?,?,?,?
147378,'Moraine Valley Community College','Palos Hills',IL,60465-0937,www.morainevalley.edu,41.6946,-87.8369,?,?,?,?,?,?,?,?,?,10987.0,0.5556,0.0978,0.1943,0.0225,0.498,9651.0,?,3786.0,9726.0,3756.0,6264.0,0.2616,0.2702,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Suburban-serving Single Campus','Mixed part/full-time two-year','Very large 2-year (10000 or more)',?,0.6700000166893,0.36000001430511,29012.78,28000.0,24300.0,37200.0,33000.0
147396,'Morrison Institute of Technology',Morrison,IL,61270-2959,www.morrisontech.edu,41.7971,-89.96600000000001,?,?,?,?,?,?,?,?,?,103.0,0.9029,0.0097,0.068,0.0,0.0,24050.0,?,15590.0,15590.0,15072.0,3798.0,0.7692,0.5732,?,Associate,Associate,'Private nonprofit','Great Lakes',COED,'Associate\'s--Private Not-for-profit','Higher full-time two-year','Very small 2-year (less than 500)',?,0.10999999940395,0.12999999523162,58386.7,35600.0,36300.0,43800.0,44200.0
147411,'Morton College',Cicero,IL,60804-4398,www.morton.edu,41.8243,-87.7623,?,?,?,?,?,?,?,?,?,2914.0,0.1081,0.0305,0.8147,0.0086,0.5752,8699.0,?,3188.0,9332.0,4444.0,8499.0,0.1886,0.4173,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Suburban-serving Single Campus','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.62999999523162,0.34000000357627,25418.62,27400.0,24900.0,35500.0,31200.0
147439,'Mr John\'s School of Cosmetology Esthetics & Nails-Decatur',Decatur,IL,62521,www.mrjohns.com,39.8468,-88.9337,?,?,?,?,?,?,?,?,?,86.0,0.6047,0.3605,0.0116,0.0,0.1628,?,14519.0,?,?,3566.0,?,?,0.5338,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.94999998807907,0.64999997615814,23190.7,17800.0,16000.0,24100.0,19400.0
147536,'National Louis University',Chicago,IL,60603,www.nl.edu,41.8798,-87.6248,0.9881,?,?,?,?,?,?,?,?,1393.0,0.2441,0.40700000000000003,0.2513,0.0215,0.4372,30180.0,?,15915.0,15915.0,5779.0,6104.0,0.8765,0.48700000000000004,0.4286,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Doctoral/Research Universities','Medium full-time four-year selective lower transfer-in','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.80000001192092,0.81999999284744,45871.25,43500.0,39800.0,51100.0,43700.0
147590,'National University of Health Sciences',Lombard,IL,60148-4583,www.nuhs.edu,41.8619,-88.0132,?,?,?,?,?,?,?,?,?,87.0,0.7701,0.0575,0.0345,0.069,0.3793,?,?,?,?,7918.0,5143.0,0.975,0.304,?,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Other health professions schools',?,?,?,0.63999998569488,0.69999998807907,37125.48,36000.0,31100.0,53000.0,45400.0
147642,'Niles School of Cosmetology',Niles,IL,60714,nilesbeautyschool.com,42.0266,-87.8149,?,?,?,?,?,?,?,?,?,78.0,0.6409999999999999,0.0641,0.1538,0.1282,0.7949,?,12298.0,?,?,2377.0,?,?,0.4602,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.9200000166893,0.61000001430511,23430.62,18700.0,14300.0,?,?
147660,'North Central College',Naperville,IL,60540,northcentralcollege.edu,41.7753,-88.1436,0.6365,?,?,?,25.0,24.0,24.0,?,1125.0,2700.0,0.7752,0.0348,0.0826,0.0207,0.0463,41218.0,?,32613.0,32613.0,8407.0,7337.0,0.4926,0.2388,0.639,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (medium programs)','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)','United Methodist',0.56999999284744,0.09000000357627,88589.6,37700.0,36300.0,48300.0,45700.0
147679,'North Park University',Chicago,IL,60625-4895,www.northpark.edu,41.9751,-87.7091,0.5234,?,523.0,529.0,22.0,23.0,22.0,?,1030.0,2190.0,0.5237,0.08900000000000001,0.1845,0.053,0.1507,31065.0,?,23350.0,23350.0,6660.0,7535.0,1.0,0.3695,0.563,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)','Evangelical Covenant Church of America',0.64999997615814,0.18999999761581,73119.69,35200.0,31900.0,44600.0,41400.0
147703,'Northern Illinois University',Dekalb,IL,60115-2828,www.niu.edu,41.9338,-88.7661,0.5613,500.0,515.0,480.0,22.0,22.0,22.0,7.0,1010.0,15782.0,0.5909,0.1672,0.13,0.0485,0.1248,27621.0,?,12976.0,22072.0,12208.0,7834.0,0.7883,0.4297,0.5095,Bachelors,Graduate,Public,'Great Lakes',COED,'Research Universities (high research activity)','Full-time four-year selective higher transfer-in','Large 4-year primarily residential (over 9999)',?,0.54000002145767,0.10999999940395,72317.38,36600.0,34400.0,47700.0,43900.0
147749,'Northwestern College-Chicago Campus',Chicago,IL,60630,www.NorthwesternCollege.edu,41.9687,-87.7596,0.9016,?,?,?,?,?,?,?,?,430.0,0.1558,0.4907,0.2721,0.0163,0.4535,29184.0,?,16545.0,16545.0,6858.0,4143.0,0.3148,0.8663,?,Associate,Associate,'Private for-profit','Great Lakes',COED,'Associate\'s--Private For-profit','Higher part-time two-year','Small 2-year (500 to 1999)',?,0.79000002145767,0.55000001192092,26874.74,25600.0,23500.0,32000.0,29700.0
147767,'Northwestern University',Evanston,IL,60208,www.northwestern.edu,42.0584,-87.6737,0.1532,725.0,745.0,730.0,33.0,34.0,33.0,9.0,1458.0,8855.0,0.5432,0.0567,0.0966,0.1704,0.0448,60729.0,?,45527.0,45527.0,34438.0,14525.0,0.845,0.1416,0.9419,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Research Universities (very high research activity)','Full-time four-year more selective lower transfer-in','Large 4-year highly residential (over 9999)',?,0.56000000238418,0.23999999463558,93582.8,65600.0,53400.0,85600.0,64100.0
147776,'Northeastern Illinois University',Chicago,IL,60625-4699,www.neiu.edu/,41.9806,-87.7201,0.5981,?,?,?,19.0,19.0,19.0,?,890.0,8827.0,0.3694,0.1022,0.3506,0.0947,0.431,22273.0,?,8460.0,15348.0,11837.0,6988.0,0.6473,0.4823,0.2034,Bachelors,Graduate,Public,'Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Higher part-time four-year','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.62999999523162,0.38999998569488,35049.57,32000.0,29500.0,39300.0,36000.0
147800,'Oakton Community College','Des Plaines',IL,60016-1268,www.oakton.edu,42.0619,-87.8806,?,?,?,?,?,?,?,?,?,10111.0,0.5263,0.055999999999999994,0.1527,0.1764,0.7057,9574.0,?,2829.0,10520.0,7009.0,9783.0,0.2264,0.1949,?,Certificate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Suburban-serving Multicampus','Higher part-time two-year','Large 2-year ( 5000 to 9999)',?,0.58999997377395,0.31999999284744,24119.82,30200.0,26300.0,43300.0,38500.0
147819,'Oehrlein School of Cosmetology','East Peoria',IL,61611,oehrleinschool.com,40.6664,-89.5564,?,?,?,?,?,?,?,?,?,70.0,0.9714,0.0,0.0286,0.0,0.0,?,12668.0,?,?,3882.0,?,?,0.6698,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.97000002861022,0.38999998569488,50765.95,17500.0,14800.0,21300.0,19400.0
147828,'Olivet Nazarene University',Bourbonnais,IL,60914-2271,www.olivet.edu,41.1555,-87.8737,0.8196,?,?,?,24.0,25.0,24.0,?,1105.0,3325.0,0.7973,0.1011,0.0559,0.0177,0.1269,39125.0,?,29890.0,29890.0,4740.0,6769.0,0.3516,0.3164,0.5724,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective lower transfer-in','Medium 4-year highly residential (3000 to 9999)','Church of the Nazarene',0.64999997615814,0.18999999761581,76119.58,33100.0,30500.0,42100.0,37700.0
147916,'Parkland College',Champaign,IL,61821-1899,www.parkland.edu,40.132,-88.2904,?,?,?,?,?,?,?,?,?,7429.0,0.6142,0.1891,0.0517,0.055999999999999994,0.5942,10394.0,?,3525.0,13305.0,5550.0,7873.0,0.395,0.3523,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Large','Mixed part/full-time two-year','Large 2-year ( 5000 to 9999)',?,0.55000001192092,0.31999999284744,39770.39,27000.0,24100.0,34600.0,31000.0
147970,'Pivot Point Academy-Evanston',Evanston,IL,60201,www.pivotpoint.edu,42.0459,-87.6823,?,?,?,?,?,?,?,?,?,179.0,0.2235,0.5922,0.0838,0.0168,0.0,?,18745.0,?,?,7856.0,?,?,0.6868,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.93999999761581,0.40999999642372,49193.78,22800.0,19600.0,26500.0,22000.0
148007,'Prairie State College','Chicago Heights',IL,60411-8226,www.prairiestate.edu,41.5253,-87.6389,?,?,?,?,?,?,?,?,?,4651.0,0.2438,0.5775,0.1144,0.003,0.5844,10990.0,?,2976.0,8304.0,3405.0,7391.0,0.2417,0.4326,?,Certificate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Suburban-serving Single Campus','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.70999997854232,0.46000000834465,22180.1,25500.0,20800.0,30800.0,26200.0
148098,'Professional\'s Choice Hair Design Academy',Joliet,IL,60435,www.pchairdesign.com,41.5229,-88.1494,?,?,?,?,?,?,?,?,?,49.0,0.7755,0.0408,0.1837,0.0,0.2857,?,16247.0,?,?,3406.0,?,?,0.1944,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.94999998807907,0.23999999463558,54341.05,?,?,?,?
148131,'Quincy University',Quincy,IL,62301-2699,www.quincy.edu,39.9392,-91.3879,0.8859,455.0,535.0,?,23.0,22.0,22.0,?,1048.0,1166.0,0.7127,0.1072,0.0369,0.0137,0.07200000000000001,36948.0,?,25834.0,25834.0,5006.0,5436.0,0.4538,0.4315,0.5043,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (smaller programs)','Full-time four-year selective higher transfer-in','Small 4-year highly residential (1000 to 2999)','Roman Catholic',0.60000002384185,0.15000000596046,69617.4,31000.0,29700.0,42300.0,38500.0
148140,'Vatterott College-Quincy',Quincy,IL,62305,www.vatterott.edu,39.9496,-91.3573,?,?,?,?,?,?,?,?,?,200.0,0.825,0.065,0.005,0.0,0.0,22192.0,?,12612.0,12612.0,1868.0,3943.0,0.3889,0.2573,?,Certificate,Associate,'Private for-profit','Great Lakes',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Small 2-year (500 to 1999)',?,0.4699999988079,0.68000000715255,21434.96,23900.0,21700.0,30600.0,28400.0
148177,'The Illinois Institute of Art-Chicago',Chicago,IL,60654-1593,www.aii.edu,41.8887,-87.6376,?,?,?,?,?,?,?,?,?,2322.0,0.0461,0.0401,0.2028,0.0034,0.2377,31746.0,?,17488.0,17488.0,4263.0,5602.0,0.2624,0.5794,0.2806,Bachelors,Bachelors,'Private for-profit','Great Lakes',COED,'Special Focus Institutions--Schools of art music and design',?,?,?,0.56000000238418,0.25999999046325,60376.85,28700.0,26100.0,38000.0,34900.0
148256,'Rend Lake College',Ina,IL,62846,www.rlc.edu,38.1315,-88.9183,?,?,?,?,?,?,?,?,?,1747.0,0.9204,0.0469,0.0132,0.0023,0.2685,10756.0,?,3232.0,4896.0,3574.0,5802.0,0.4933,0.3035,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.58999997377395,0.36000001430511,30739.05,25800.0,22100.0,29900.0,26200.0
148292,'Richland Community College',Decatur,IL,62521-8512,www.richland.edu,39.8839,-88.8941,?,?,?,?,?,?,?,?,?,2634.0,0.7301,0.172,0.008,0.0091,0.6188,10285.0,?,3234.0,12084.0,5623.0,5099.0,0.3547,0.4117,?,Certificate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Medium','Higher part-time two-year','Medium 2-year (2000 to 4999)',?,0.72000002861022,0.52999997138977,26528.72,24600.0,21900.0,30000.0,26900.0
148335,'Robert Morris University Illinois',Chicago,IL,60605,www.robertmorris.edu/,41.8763,-87.6271,0.21,?,?,?,?,?,?,?,?,2775.0,0.3787,0.2822,0.2706,0.0259,0.0454,32074.0,?,22800.0,22800.0,5187.0,6485.0,0.5238,0.6217,0.4608,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (medium programs)','Full-time four-year inclusive','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.66000002622604,0.40000000596046,38626.98,29400.0,26800.0,36500.0,33200.0
148380,'Rock Valley College',Rockford,IL,61114-5699,www.rockvalleycollege.edu,42.3095,-88.9946,?,?,?,?,?,?,?,?,?,7395.0,0.7034,0.1016,0.1381,0.0164,0.5419,9736.0,?,2924.0,14534.0,5108.0,7188.0,0.34700000000000003,0.3559,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Large','Mixed part/full-time two-year','Large 2-year ( 5000 to 9999)',?,0.6700000166893,0.46000000834465,29501.14,25300.0,22300.0,34400.0,30900.0
148399,'Madison Media Institute - Rockford Career College',Rockford,IL,61108,www.rockfordcareercollege.edu,42.2557,-89.0272,?,?,?,?,?,?,?,?,?,484.0,0.5372,0.3781,0.0455,0.0021,0.5579,24888.0,?,10352.0,10352.0,4341.0,4531.0,0.3333,0.7412,?,Associate,Associate,'Private for-profit','Great Lakes',COED,'Associate\'s--Private For-profit','Higher part-time two-year','Very small 2-year (less than 500)',?,0.86000001430511,0.68000000715255,21450.88,20200.0,18900.0,25700.0,22800.0
148405,'Rockford University',Rockford,IL,61108-2311,www.rockford.edu,42.2706,-89.0195,0.4097,458.0,559.0,469.0,22.0,21.0,21.0,?,1029.0,963.0,0.6698,0.0737,0.0561,0.0187,0.1319,37253.0,?,26710.0,26710.0,5854.0,5567.0,0.4464,0.5272,0.3947,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective higher transfer-in','Very small 4-year primarily residential (less than 1000)',?,0.64999997615814,0.43000000715255,59744.32,36500.0,35000.0,41100.0,39100.0
148487,'Roosevelt University',Chicago,IL,60605-1394,www.roosevelt.edu,41.8761,-87.625,0.7878,555.0,515.0,530.0,22.0,23.0,21.0,?,1035.0,3596.0,0.4652,0.203,0.1949,0.0539,0.2464,43650.0,?,26500.0,26500.0,10188.0,7992.0,0.3691,0.4208,0.4144,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year selective higher transfer-in','Medium 4-year primarily nonresidential (3000 to 9999)',?,0.68999999761581,0.43999999761581,56408.85,36700.0,34300.0,47500.0,44600.0
148496,'Dominican University','River Forest',IL,60305,public.dom.edu/,41.9028,-87.8219,0.5997,515.0,550.0,530.0,22.0,23.0,21.0,?,1031.0,2020.0,0.4436,0.0673,0.4045,0.0312,0.0693,36307.0,?,28810.0,28810.0,9940.0,6685.0,0.4464,0.4401,0.6311,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective higher transfer-in','Small 4-year primarily residential (1000 to 2999)','Roman Catholic',0.68999999761581,0.12999999523162,70505.27,33800.0,32100.0,46600.0,44400.0
148511,'Rush University',Chicago,IL,60612,WWW.RUSHU.RUSH.EDU,41.8749,-87.6675,?,?,?,?,?,?,?,?,?,121.0,0.4628,0.157,0.157,0.2066,0.3471,?,?,?,?,9969.0,11392.0,1.0,0.3241,?,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Medical schools and medical centers',?,?,?,0.81999999284744,0.62999999523162,35833.44,70900.0,62100.0,104800.0,74300.0
148575,'Saint Francis Medical Center College of Nursing',Peoria,IL,61603-3783,www.sfmccon.edu/,40.7003,-89.59100000000001,?,?,?,?,?,?,?,?,?,417.0,0.8945,0.0312,0.0336,0.0264,0.247,?,?,?,?,9218.0,6855.0,0.5965,0.3358,?,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Other health professions schools',?,?,'Roman Catholic',0.87999999523162,0.47999998927116,59089.78,49100.0,50500.0,58000.0,52900.0
148584,'University of St Francis',Joliet,IL,60435-6188,www.stfrancis.edu,41.5333,-88.0964,0.5141,545.0,530.0,530.0,23.0,23.0,23.0,?,1070.0,1757.0,0.7223,0.07400000000000001,0.1343,0.0262,0.2049,36226.0,?,27970.0,27970.0,7644.0,7543.0,1.0,0.3653,0.5657,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year selective higher transfer-in','Small 4-year primarily residential (1000 to 2999)','Roman Catholic',0.75,0.31000000238418,78868.51,46100.0,43400.0,47900.0,44600.0
148593,'St John\'s College of Nursing',Springfield,IL,62702,www.stjohnscollegespringfield.edu,39.8073,-89.6458,?,?,?,?,?,?,?,?,?,124.0,0.9839,0.0,0.0081,0.0,0.0726,?,?,?,?,19585.0,5216.0,0.7826,0.25,?,Bachelors,Bachelors,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Other health professions schools',?,?,'Roman Catholic',0.94999998807907,0.37000000476837,65005.83,?,?,?,?
148627,'Saint Xavier University',Chicago,IL,60655,WWW.SXU.EDU,41.7078,-87.7135,0.5054,513.0,493.0,498.0,22.0,21.0,21.0,?,1010.0,2891.0,0.5022,0.1633,0.2342,0.0263,0.155,35284.0,?,28970.0,28970.0,8567.0,7886.0,0.4472,0.4879,0.4714,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective higher transfer-in','Medium 4-year primarily residential (3000 to 9999)','Roman Catholic',0.70999997854232,0.20999999344348,65314.47,40600.0,37800.0,48400.0,45300.0
148654,'University of Illinois at Springfield',Springfield,IL,62703-5407,www.uis.edu,39.7299,-89.6149,0.5977,544.0,553.0,?,24.0,24.0,23.0,?,1085.0,2959.0,0.6773,0.1338,0.0595,0.0368,0.3437,21385.0,?,9178.0,16498.0,10685.0,7464.0,0.6066,0.3677,0.4308,Bachelors,Graduate,Public,'Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Medium full-time four-year selective higher transfer-in','Medium 4-year primarily residential (3000 to 9999)',?,0.61000001430511,0.40999999642372,54554.28,37300.0,33500.0,44600.0,41800.0
148672,'Sauk Valley Community College',Dixon,IL,61021-9112,www.svcc.edu,41.8177,-89.5965,?,?,?,?,?,?,?,?,?,1788.0,0.8087,0.0391,0.12300000000000001,0.0056,0.4525,9836.0,?,3296.0,9984.0,5328.0,5838.0,0.3034,0.4278,?,Certificate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Small 2-year (500 to 1999)',?,0.66000002622604,0.43000000715255,33489.93,26100.0,22800.0,31400.0,27700.0
148821,'Shawnee Community College',Ullin,IL,62992,www.shawneecc.edu,37.271,-89.1605,?,?,?,?,?,?,?,?,?,1309.0,0.7959999999999999,0.1696,0.0244,0.0023,0.3591,14783.0,?,2850.0,4770.0,5097.0,6519.0,0.2483,0.3904,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Small 2-year (500 to 1999)',?,0.64999997615814,0.43000000715255,18803.27,21700.0,18800.0,26500.0,22000.0
148849,'Shimer College',Chicago,IL,60616,www.shimer.edu,41.8322,-87.6271,0.2857,?,?,?,?,?,?,?,?,97.0,0.6804,0.0722,0.1031,0.0515,0.1856,45030.0,?,31527.0,31527.0,9620.0,4722.0,0.9286,0.4732,0.6,Bachelors,Bachelors,'Private nonprofit','Great Lakes',COED,'Baccalaureate Colleges--Arts & Sciences','Full-time four-year inclusive','Very small 4-year primarily residential (less than 1000)',?,0.41999998688697,0.36000001430511,69882.0,?,?,?,?
148876,'Saint Augustine College',Chicago,IL,60640-3593,www.staugustine.edu,41.9724,-87.6628,?,?,?,?,?,?,?,?,?,1598.0,0.0088,0.0257,0.8761,0.0138,0.2847,14859.0,?,9120.0,9120.0,5155.0,4789.0,0.1487,0.804,0.255,Associate,Bachelors,'Private nonprofit','Great Lakes',COED,'Associate\'s--Private Not-for-profit 4-year Primarily Associate\'s','Full-time four-year inclusive','Small 4-year primarily nonresidential (1000 to 2999)',?,0.75,0.68000000715255,19821.41,24100.0,21500.0,26800.0,24600.0
148937,'Southeastern Illinois College',Harrisburg,IL,62946,www.sic.edu,37.7513,-88.4355,?,?,?,?,?,?,?,?,?,1027.0,0.8471,0.0302,0.0253,0.0029,0.3184,12498.0,?,2850.0,4680.0,4635.0,5972.0,0.5,0.4188,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Large','Higher part-time two-year','Small 2-year (500 to 1999)',?,0.62999999523162,0.37000000476837,22209.15,24100.0,20100.0,31500.0,26400.0
148955,'National Latino Education Institute',Chicago,IL,60609-2205,www.nlei.org,41.8228,-87.6759,0.5455,?,?,?,?,?,?,?,?,64.0,0.0156,0.0313,0.9375,0.0,0.0,?,16390.0,?,?,6810.0,?,?,0.8640000000000001,?,Certificate,Certificate,'Private nonprofit','Great Lakes',COED,?,?,?,?,0.82999998331069,0.51999998092651,20511.38,23900.0,24100.0,26400.0,26500.0
148991,'Spoon River College',Canton,IL,61520-8622,www.src.edu,40.5279,-90.0722,?,?,?,?,?,?,?,?,?,1207.0,0.8989,0.0696,0.0174,0.0066,0.4234,14977.0,?,3750.0,9120.0,3991.0,5781.0,0.3365,0.3324,?,Associate,Associate,Public,'Great Lakes',COED,'Associate\'s--Public Rural-serving Medium','Mixed part/full-time two-year','Small 2-year (500 to 1999)',?,0.60000002384185,0.37000000476837,31131.97,25400.0,22600.0,29800.0,27600.0
149028,'Saint Anthony College of Nursing',Rockford,IL,61108-2468,sacn.edu,42.2632,-89.1083,?,?,?,?,?,?,?,?,?,220.0,0.7091,0.0364,0.05,0.0545,0.3136,?,?,?,?,7654.0,6863.0,0.5,0.3346,?,Bachelors,Graduate,'Private nonprofit','Great Lakes',COED,'Special Focus Institutions--Other health professions schools',?,?,'Roman Catholic',0.9200000166893,0.49000000953674,59022.19,54400.0,56400.0,53500.0,54900.0
149204,'Educators of Beauty College of Cosmetology-Sterling',Sterling,IL,61081-3611,www.educatorsofbeauty.com,41.7882,-89.6927,?,?,?,?,?,?,?,?,?,45.0,0.8444,0.0444,0.1111,0.0,0.0,?,16686.0,?,?,9114.0,?,?,0.5833,?,Certificate,Certificate,'Private for-profit','Great Lakes',COED,?,?,?,?,0.94999998807907,0.56000000238418,27895.73,18400.0,16700.0,18400.0,14600.0
149222,'Southern Illinois University-Carbondale',Carbondale,IL,62901-4512,www.siu.edu,37.7192,-89.2176,0.7887,520.0,545.0,?,22.0,23.0,21.0,?,1032.0,13220.0,0.6435,0.2026,0.0709,0.0179,0.1118,24234.0,?,12093.0,24716.0,16344.0,7208.0,0.8605,0.4326,0.4337,Bachelors,Graduate,Public,'Great Lakes',COED,'Research Universities (high research activity)','Full-time four-year selective higher transfer-in','Large 4-year primarily residential (over 9999)',?,0.4699999988079,0.20000000298023,59660.34,35100.0,31500.0,47000.0,41500.0
149231,'Southern Illinois University-Edwardsville',Edwardsville,IL,62026-1259,www.siue.edu,38.7939,-89.9978,0.8419,525.0,535.0,510.0,23.0,23.0,23.0,?,1050.0,11179.0,0.7457,0.1452,0.0362,0.0153,0.1463,21137.0,?,9666.0,20610.0,12487.0,7859.0,0.7077,0.3565,0.5041,Bachelors,Graduate,Public,'Great Lakes',COED,'Master\'s Colleges and Universities (larger programs)','Full-time four-year selective higher transfer-in','Large 4-year primarily residential (over 9999)',?,0.56999999284744,0.17000000178813,64774.34,37000.0,32900.0,46700.0,39800.0
149310,'Taylor Business Institute',Chicago,IL,60606,www.tbiil.edu,41.8859,-87.6248,1.0,?,?,?,?,?,?,?,?,86.0,0.0,0.9186,0.0814,0.0,0.0,23100.0,?,13500.0,13500.0,2628.0,3417.0,0.3529,0.8857,?,Associate,Associate,'Private for-profit','Great Lakes',COED,'Associate\'s--Private For-profit','Higher full-time two-year','Very small 2-year (less than 500)',?,0.81999999284744,0.6700000166893,13019.12,21700.0,19500.0,27100.0,20500.0
